stateId,year,hdd
NV,2010,3654
NV,2009,3588
NV,2008,3589
NV,2007,3396
NV,2006,3568
NV,2005,3462
NV,2004,3486
NV,2003,3342
NV,2002,3532
NV,2001,3460
NV,2000,3376
NV,1999,3350
NV,1998,3901
NV,1997,3423
NV,1996,3263
NV,1995,3248
NV,1994,3658
NV,1993,3806
NV,1992,3513
NV,1991,3695
NV,1990,3726
NV,1989,3455
NV,1988,3542
NV,1987,3660
NV,1986,3197
NV,1985,3935
NV,1984,3872
NV,1983,3708
NV,1982,4066
NV,1981,3240
NV,1980,3401
NV,1979,3858
NV,1978,3722
NV,1977,3551
NV,1976,3659
NV,1975,4031
NV,1974,3764
NV,1973,3914
NV,1972,3841
NV,1971,4126
NV,1970,3834
NV,1969,3778
NV,1968,3664
NV,1967,3838
NV,1966,3700
NV,1965,3794
NV,1964,4152
NV,1963,3736
NV,1962,3709
NV,1961,3851
NV,1960,3856
NY,2022,5849
NY,2021,5517
NY,2020,5476
NY,2019,6125
NY,2018,6038
NY,2017,5605
NY,2016,5540
NY,2015,6060
NY,2014,6379
NY,2013,6081
NY,2012,5158
NY,2011,5743
NY,2010,5719
NY,2009,6216
NY,2008,6020
NY,2007,6063
NY,2006,5463
NY,2005,6222
NY,2004,6222
NY,2003,6551
NY,2002,5792
NY,2001,5767
NY,2000,6292
NY,1999,5808
NY,1998,5334
NY,1997,6365
NY,1996,6492
NY,1995,6311
NY,1994,6477
NY,1993,6517
NY,1992,6546
NY,1991,5646
NY,1990,5538
NY,1989,6650
NY,1988,6527
NY,1987,6215
NY,1986,6221
NY,1985,6281
NY,1984,6271
NY,1983,6211
NY,1982,6474
NY,1981,6504
NY,1980,6750
NY,1979,6382
NY,1978,6948
NY,1977,6457
NY,1976,6767
NY,1975,6138
NY,1974,6451
NY,1973,5960
NY,1972,6807
NY,1971,6491
NY,1970,6670
NY,1969,6595
NY,1968,6659
NY,1967,6791
NY,1966,6644
NY,1965,6660
NY,1964,6355
NY,1963,6788
NY,1962,6821
NY,1961,6549
NY,1960,6551
