year,stateId,REPRB,RERCB,RETCB,hdd
2013,VA,110612.0,19679.0,144738.0,4434
2012,VA,95913.0,15377.0,127920.0,3761
2011,VA,97264.0,18067.0,128379.0,4038
2010,VA,101276.0,18595.0,134229.0,4539
2009,VA,105849.0,17316.0,135491.0,4436
2008,VA,111389.0,17690.0,134348.0,4269
2007,VA,109715.0,15771.0,127713.0,4094
2006,VA,110890.0,14204.0,124550.0,3943
2005,VA,117407.0,15809.0,122685.0,4413
2004,VA,100504.0,9155.0,107508.0,4270
2003,VA,92267.0,8902.0,98976.0,4539
2002,VA,71200.0,8406.0,76266.0,4138
2001,VA,85812.0,8238.0,88641.0,4130
2000,VA,109231.0,12444.0,112213.0,4492
1999,VA,115568.0,11578.0,118184.0,4143
1998,VA,114361.0,11266.0,117403.0,3787
1997,VA,116648.0,12637.0,119055.0,4528
1996,VA,126463.0,16452.0,129674.0,4795
1995,VA,119615.0,15843.0,119343.0,4606
1994,VA,114721.0,15833.0,115358.0,4415
1993,VA,110214.0,16673.0,110056.0,4659
1992,VA,102688.0,11647.0,103325.0,4553
1991,VA,99113.0,11103.0,100026.0,3991
1990,VA,,,,3640
1989,VA,,,,4767
1988,VA,,,,4908
1987,VA,,,,4647
1986,VA,,,,4409
1985,VA,,,,4278
1984,VA,,,,4465
1983,VA,,,,4728
1982,VA,,,,4540
1981,VA,,,,4925
1980,VA,,,,4876
1979,VA,,,,4735
1978,VA,,,,5027
1977,VA,,,,4711
1976,VA,,,,4742
1975,VA,,,,4381
1974,VA,,,,4222
1973,VA,,,,4351
1972,VA,,,,4613
1971,VA,,,,4517
1970,VA,,,,4737
1969,VA,,,,5016
1968,VA,,,,4875
1967,VA,,,,4822
1966,VA,,,,5027
1965,VA,,,,4681
1964,VA,,,,4578
1963,VA,,,,4950
1962,VA,,,,4938
1961,VA,,,,4759
1960,VA,,,,5003
2022,VT,28150.0,13179.0,30645.0,7715
2021,VT,25541.0,10149.0,28064.0,7426
2020,VT,24997.0,10089.0,27366.0,7481
2019,VT,30198.0,15241.0,32986.0,8471
2018,VT,31124.0,16182.0,33841.0,8104
2017,VT,27592.0,12854.0,30755.0,7724
2016,VT,27085.0,12738.0,30155.0,7520
2015,VT,29752.0,15168.0,32506.0,8190
2014,VT,23421.0,10010.0,26147.0,8403
2013,VT,23746.0,9863.0,26577.0,8030
2012,VT,18502.0,7578.0,21033.0,7064
2011,VT,21305.0,9013.0,23772.0,7656
2010,VT,23770.0,9279.0,26167.0,7463
2009,VT,22055.0,8652.0,24676.0,8284
2008,VT,17337.0,4389.0,19132.0,8036
2007,VT,14394.0,3906.0,14767.0,8295
2006,VT,17639.0,3530.0,17898.0,7355
2005,VT,16270.0,3965.0,16444.0,8079
2004,VT,14122.0,1463.0,14124.0,8441
2003,VT,16232.0,1425.0,16233.0,8631
2002,VT,15104.0,1351.0,15106.0,7867
2001,VT,11136.0,1330.0,11137.0,7783
2000,VT,13014.0,1636.0,13014.0,8400
1999,VT,12559.0,1521.0,12559.0,7698
1998,VT,12187.0,1474.0,12187.0,7281
1997,VT,12689.0,1655.0,12689.0,8692
1996,VT,13335.0,2271.0,13335.0,8410
1995,VT,12455.0,2184.0,12455.0,8340
1994,VT,11897.0,2181.0,11897.0,8689
1993,VT,11470.0,2291.0,11470.0,8704
1992,VT,9628.0,2188.0,9628.0,8802
1991,VT,9915.0,2085.0,9915.0,7856
1990,VT,,,,7660
1989,VT,,,,8845
1988,VT,,,,8552
1987,VT,,,,8319
1986,VT,,,,8380
1985,VT,,,,8542
1984,VT,,,,8255
1983,VT,,,,8212
1982,VT,,,,8572
1981,VT,,,,8337
1980,VT,,,,8907
1979,VT,,,,8226
1978,VT,,,,9093
1977,VT,,,,8406
1976,VT,,,,8951
1975,VT,,,,8269
1974,VT,,,,8671
1973,VT,,,,7957
1972,VT,,,,9060
1971,VT,,,,8714
1970,VT,,,,8789
1969,VT,,,,8569
1968,VT,,,,8806
1967,VT,,,,8878
1966,VT,,,,8633
1965,VT,,,,8835
1964,VT,,,,8496
1963,VT,,,,8923
1962,VT,,,,8970
1961,VT,,,,8515
1960,VT,,,,8487
2022,WA,419010.0,24718.0,426074.0,5788
2021,WA,396579.0,20492.0,405037.0,5562
2020,WA,411233.0,21002.0,418531.0,5416
2019,WA,385361.0,32791.0,397305.0,5750
2018,WA,432887.0,28794.0,449574.0,5382
2017,WA,432589.0,26849.0,450523.0,5794
2016,WA,427449.0,25906.0,445992.0,5126
2015,WA,396565.0,23647.0,416372.0,4889
2014,WA,411829.0,20716.0,428271.0,5256
2013,WA,405957.0,20433.0,420843.0,5751
2012,WA,433359.0,15760.0,450509.0,5790
2011,WA,445171.0,19236.0,461703.0,6204
2010,WA,358833.0,19039.0,376536.0,5577
2009,WA,347175.0,17748.0,368148.0,5960
2008,WA,358529.0,12620.0,374417.0,6134
2007,WA,358884.0,11279.0,368526.0,5837
2006,WA,387878.0,10220.0,396795.0,5554
2005,WA,329691.0,11503.0,337323.0,5494
2004,WA,340085.0,26246.0,342000.0,5238
2003,WA,343440.0,25643.0,348997.0,5360
2002,WA,356598.0,24401.0,362363.0,5756
2001,WA,280246.0,24075.0,282161.0,5820
2000,WA,363955.0,15031.0,366576.0,5893
1999,WA,420929.0,14017.0,423236.0,5760
1998,WA,360447.0,13679.0,363145.0,5303
1997,WA,450520.0,15361.0,452482.0,5519
1996,WA,426607.0,18111.0,427620.0,6061
1995,WA,372764.0,17459.0,374986.0,5353
1994,WA,321261.0,17460.0,328652.0,5507
1993,WA,327371.0,18377.0,333704.0,5953
1992,WA,329656.0,15015.0,333174.0,5175
1991,WA,379939.0,14319.0,380353.0,5699
1990,WA,,,,5750
1989,WA,,,,5797
1988,WA,,,,5636
1987,WA,,,,5293
1986,WA,,,,5565
1985,WA,,,,6660
1984,WA,,,,6115
1983,WA,,,,5701
1982,WA,,,,6127
1981,WA,,,,5583
1980,WA,,,,5873
1979,WA,,,,5850
1978,WA,,,,5938
1977,WA,,,,6037
1976,WA,,,,6037
1975,WA,,,,6286
1974,WA,,,,5851
1973,WA,,,,5956
1972,WA,,,,6328
1971,WA,,,,6338
1970,WA,,,,6093
1969,WA,,,,6101
1968,WA,,,,5911
1967,WA,,,,5608
1966,WA,,,,5764
1965,WA,,,,5823
1964,WA,,,,6416
1963,WA,,,,5808
1962,WA,,,,5951
1961,WA,,,,5777
1960,WA,,,,6134
2022,DC,1701.0,391.0,2596.0,3736
2021,DC,1523.0,319.0,2463.0,3435
2020,DC,1443.0,239.0,2320.0,3317
2019,DC,1435.0,173.0,2483.0,3571
2018,DC,1197.0,121.0,2256.0,3842
2017,DC,1015.0,109.0,1955.0,3286
2016,DC,922.0,85.0,2008.0,3594
2015,DC,632.0,56.0,1640.0,3656
2014,DC,158.0,79.0,1127.0,3993
2013,DC,145.0,72.0,1015.0,3870
2012,DC,126.0,61.0,935.0,3163
2011,DC,155.0,99.0,1174.0,3705
2010,DC,62.0,39.0,1070.0,3923
2009,DC,35.0,26.0,607.0,4124
2008,DC,52.0,41.0,552.0,3770
2007,DC,46.0,36.0,733.0,3904
2006,DC,42.0,33.0,611.0,3539
2005,DC,44.0,37.0,260.0,4154
2004,DC,941.0,805.0,941.0,4045
2003,DC,924.0,785.0,924.0,4337
2002,DC,879.0,746.0,879.0,3859
2001,DC,865.0,735.0,865.0,3710
2000,DC,1353.0,1159.0,1353.0,4110
1999,DC,1258.0,1076.0,1258.0,3781
1998,DC,1221.0,1049.0,1221.0,3410
1997,DC,1377.0,1180.0,1377.0,4002
1996,DC,1922.0,1690.0,1922.0,4404
1995,DC,1850.0,1627.0,1850.0,4228
1994,DC,1848.0,1627.0,1848.0,4018
1993,DC,1945.0,1714.0,1945.0,4287
1992,DC,1411.0,1272.0,1411.0,4185
1991,DC,1344.0,1212.0,1347.0,3615
1990,DC,,,,3290
1989,DC,,,,4437
1988,DC,,,,4459
1987,DC,,,,4164
1986,DC,,,,4199
1985,DC,,,,3957
1984,DC,,,,4052
1983,DC,,,,4086
1982,DC,,,,4082
1981,DC,,,,3828
1980,DC,,,,3941
1979,DC,,,,3914
1978,DC,,,,4178
1977,DC,,,,4040
1976,DC,,,,4144
1975,DC,,,,3644
1974,DC,,,,3648
1973,DC,,,,3706
1972,DC,,,,4182
1971,DC,,,,4050
1970,DC,,,,4356
1969,DC,,,,4354
1968,DC,,,,4227
1967,DC,,,,4339
1966,DC,,,,4470
1965,DC,,,,4415
1964,DC,,,,4198
1963,DC,,,,4564
1962,DC,,,,4656
1961,DC,,,,4477
1960,DC,,,,4609
2022,DE,2829.0,1371.0,7202.0,4481
2021,DE,2488.0,1165.0,6943.0,4164
2020,DE,2449.0,1176.0,6601.0,3999
2019,DE,2600.0,1416.0,7535.0,4347
2018,DE,2449.0,1327.0,7096.0,4472
2017,DE,2411.0,1283.0,7055.0,4034
2016,DE,2383.0,1281.0,6875.0,4236
2015,DE,2729.0,1427.0,6957.0,4480
2014,DE,3456.0,2012.0,7295.0,4911
2013,DE,3151.0,1980.0,6967.0,4578
2012,DE,3184.0,1625.0,6743.0,3850
2011,DE,3909.0,1807.0,7600.0,4252
2010,DE,3762.0,1855.0,7679.0,4584
2009,DE,3543.0,1704.0,6605.0,4608
2008,DE,2933.0,966.0,5770.0,4407
2007,DE,1511.0,842.0,4954.0,4477
2006,DE,858.0,730.0,3607.0,4006
2005,DE,949.0,769.0,1880.0,4746
2004,DE,1431.0,1179.0,1432.0,4589
2003,DE,1398.0,1145.0,1399.0,4940
2002,DE,1311.0,1065.0,1312.0,4246
2001,DE,1322.0,1044.0,1323.0,4349
2000,DE,2288.0,1506.0,2288.0,4735
1999,DE,1999.0,1409.0,1999.0,4373
1998,DE,1935.0,1368.0,1935.0,3958
1997,DE,2202.0,1525.0,2202.0,4708
1996,DE,2641.0,1977.0,2641.0,5006
1995,DE,2475.0,1904.0,2475.0,4808
1994,DE,2421.0,1901.0,2421.0,4801
1993,DE,2492.0,2003.0,2492.0,4894
1992,DE,1783.0,1416.0,1783.0,4876
1991,DE,1733.0,1349.0,1733.0,4227
1990,DE,,,,3944
1989,DE,,,,5091
1988,DE,,,,5171
1987,DE,,,,4901
1986,DE,,,,4750
1985,DE,,,,4559
1984,DE,,,,4849
1983,DE,,,,4832
1982,DE,,,,4918
1981,DE,,,,5146
1980,DE,,,,5176
1979,DE,,,,4990
1978,DE,,,,5422
1977,DE,,,,4942
1976,DE,,,,5077
1975,DE,,,,4614
1974,DE,,,,4693
1973,DE,,,,4575
1972,DE,,,,5060
1971,DE,,,,4850
1970,DE,,,,5149
1969,DE,,,,5232
1968,DE,,,,5115
1967,DE,,,,5349
1966,DE,,,,5273
1965,DE,,,,5152
1964,DE,,,,4916
1963,DE,,,,5267
1962,DE,,,,5294
1961,DE,,,,5170
1960,DE,,,,5209
2022,FL,234438.0,43402.0,300693.0,526
2021,FL,227837.0,41024.0,293545.0,505
2020,FL,215940.0,38953.0,273968.0,493
2019,FL,221681.0,37582.0,289028.0,497
2018,FL,229488.0,36787.0,297323.0,593
2017,FL,228619.0,36245.0,298574.0,451
2016,FL,219892.0,35529.0,286497.0,561
2015,FL,220076.0,35108.0,290074.0,484
2014,FL,227832.0,51232.0,294522.0,722
2013,FL,230795.0,50290.0,298471.0,546
2012,FL,220549.0,45754.0,284898.0,547
2011,FL,225550.0,46990.0,286493.0,615
2010,FL,228463.0,46975.0,287958.0,1279
2009,FL,212166.0,44459.0,271457.0,706
2008,FL,193877.0,31468.0,241209.0,635
2007,FL,190783.0,29890.0,198908.0,559
2006,FL,185522.0,28727.0,190759.0,607
2005,FL,182550.0,28386.0,185920.0,706
2004,FL,178001.0,32024.0,177742.0,711
2003,FL,186891.0,32420.0,186724.0,774
2002,FL,173217.0,32509.0,173135.0,687
2001,FL,157016.0,33385.0,157115.0,636
2000,FL,194363.0,35824.0,194517.0,722
1999,FL,203158.0,36436.0,203241.0,631
1998,FL,204138.0,36917.0,204260.0,561
1997,FL,229667.0,37927.0,229786.0,580
1996,FL,238849.0,41832.0,238919.0,800
1995,FL,218618.0,41044.0,218817.0,779
1994,FL,213667.0,40418.0,214035.0,537
1993,FL,215574.0,40191.0,216027.0,746
1992,FL,229146.0,56707.0,229941.0,675
1991,FL,211107.0,54136.0,211898.0,549
1990,FL,,,,432
1989,FL,,,,677
1988,FL,,,,799
1987,FL,,,,742
1986,FL,,,,608
1985,FL,,,,790
1984,FL,,,,722
1983,FL,,,,885
1982,FL,,,,510
1981,FL,,,,1046
1980,FL,,,,874
1979,FL,,,,833
1978,FL,,,,922
1977,FL,,,,969
1976,FL,,,,861
1975,FL,,,,575
1974,FL,,,,573
1973,FL,,,,758
1972,FL,,,,559
1971,FL,,,,663
1970,FL,,,,958
1969,FL,,,,1036
1968,FL,,,,1046
1967,FL,,,,628
1966,FL,,,,909
1965,FL,,,,687
1964,FL,,,,750
1963,FL,,,,965
1962,FL,,,,848
1961,FL,,,,714
1960,FL,,,,924
2022,GA,273701.0,3243.0,286775.0,2682
2021,GA,267476.0,2966.0,283564.0,2502
2020,GA,265602.0,2911.0,280803.0,2403
2019,GA,266585.0,3579.0,278994.0,2457
2018,GA,254393.0,4062.0,269707.0,2798
2017,GA,248229.0,3168.0,266840.0,2265
2016,GA,256482.0,4030.0,272380.0,2544
2015,GA,250572.0,4172.0,281970.0,2573
2014,GA,247171.0,14601.0,277119.0,3191
2013,GA,225463.0,14422.0,260596.0,2948
2012,GA,192835.0,11188.0,224059.0,2341
2011,GA,201314.0,13237.0,229634.0,2771
2010,GA,199387.0,13627.0,226153.0,3467
2009,GA,174672.0,12704.0,199864.0,3004
2008,GA,160697.0,7596.0,184537.0,2973
2007,GA,186860.0,6791.0,191376.0,2628
2006,GA,191015.0,6150.0,194102.0,2657
2005,GA,189871.0,6862.0,191863.0,2869
2004,GA,202506.0,10274.0,202376.0,2783
2003,GA,193872.0,10026.0,193882.0,2931
2002,GA,265343.0,9514.0,265354.0,2839
2001,GA,174091.0,9366.0,174098.0,2701
2000,GA,205344.0,13757.0,205344.0,3059
1999,GA,212369.0,12786.0,212369.0,2662
1998,GA,221057.0,12443.0,221057.0,2525
1997,GA,233372.0,13952.0,233372.0,2925
1996,GA,224444.0,17441.0,224444.0,3230
1995,GA,220160.0,16791.0,220171.0,3034
1994,GA,210923.0,16771.0,211034.0,2776
1993,GA,209260.0,17653.0,209652.0,3189
1992,GA,200421.0,12212.0,200633.0,3003
1991,GA,197187.0,11636.0,197973.0,2678
1990,GA,,,,2365
1989,GA,,,,2987
1988,GA,,,,3265
1987,GA,,,,3101
1986,GA,,,,2711
1985,GA,,,,2910
1984,GA,,,,2913
1983,GA,,,,3413
1982,GA,,,,2806
1981,GA,,,,3364
1980,GA,,,,3312
1979,GA,,,,3212
1978,GA,,,,3369
1977,GA,,,,3336
1976,GA,,,,3366
1975,GA,,,,2797
1974,GA,,,,2640
1973,GA,,,,2945
1972,GA,,,,2864
1971,GA,,,,2962
1970,GA,,,,3219
1969,GA,,,,3492
1968,GA,,,,3538
1967,GA,,,,2967
1966,GA,,,,3337
1965,GA,,,,2994
1964,GA,,,,3159
1963,GA,,,,3426
1962,GA,,,,3207
1961,GA,,,,3088
1960,GA,,,,3512
2022,HI,16937.0,4880.0,20641.0,0
2021,HI,16665.0,4694.0,20352.0,13
2020,HI,15106.0,4581.0,18634.0,2
2019,HI,14258.0,4344.0,18840.0,0
2018,HI,14790.0,4162.0,19630.0,1
2017,HI,14974.0,4129.0,20024.0,1
2016,HI,16893.0,3624.0,21675.0,0
2015,HI,15204.0,3299.0,19675.0,0
2014,HI,15174.0,3434.0,18747.0,0
2013,HI,14827.0,3116.0,18041.0,0
2012,HI,11967.0,2559.0,15301.0,0
2011,HI,11781.0,2293.0,15591.0,0
2010,HI,11494.0,2167.0,14451.0,0
2009,HI,12213.0,2057.0,16109.0,0
2008,HI,12201.0,1818.0,15622.0,0
2007,HI,11350.0,1608.0,13317.0,0
2006,HI,11289.0,1494.0,12819.0,0
2005,HI,10784.0,1456.0,12034.0,0
2004,HI,11680.0,1259.0,11698.0,0
2003,HI,11487.0,1248.0,11495.0,0
2002,HI,9299.0,1230.0,9310.0,0
2001,HI,10241.0,1228.0,10248.0,0
2000,HI,17784.0,1276.0,17784.0,0
1999,HI,19430.0,1275.0,19430.0,0
1998,HI,19091.0,1252.0,19091.0,0
1997,HI,19937.0,1217.0,19937.0,0
1996,HI,21531.0,1206.0,21531.0,0
1995,HI,22171.0,1164.0,22171.0,0
1994,HI,23020.0,1116.0,23020.0,0
1993,HI,26238.0,1062.0,26238.0,0
1992,HI,26202.0,1007.0,26202.0,0
1991,HI,26765.0,955.0,26765.0,0
1990,HI,,,,0
1989,HI,,,,0
1988,HI,,,,0
1987,HI,,,,0
1986,HI,,,,0
1985,HI,,,,0
1984,HI,,,,0
1983,HI,,,,0
1982,HI,,,,0
1981,HI,,,,1
1980,HI,,,,0
1979,HI,,,,0
1978,HI,,,,0
1977,HI,,,,0
1976,HI,,,,0
1975,HI,,,,0
1974,HI,,,,0
1973,HI,,,,0
1972,HI,,,,2
1971,HI,,,,0
1970,HI,,,,0
1969,HI,,,,3
1968,HI,,,,0
1967,HI,,,,0
1966,HI,,,,0
1965,HI,,,,0
1964,HI,,,,0
1963,HI,,,,0
1962,HI,,,,0
1961,HI,,,,0
1960,HI,,,,0
2022,IA,770984.0,5848.0,417911.0,7209
2021,IA,748411.0,4450.0,388813.0,6352
2020,IA,709062.0,4297.0,365607.0,6583
2019,IA,752128.0,6365.0,369223.0,7348
2018,IA,738301.0,5877.0,351318.0,7259
2017,IA,706564.0,4880.0,342813.0,6228
2016,IA,679318.0,4962.0,330249.0,6089
2015,IA,655375.0,5776.0,318443.0,6445
2014,IA,622027.0,6952.0,301879.0,7744
2013,IA,605138.0,6856.0,289684.0,7407
2012,IA,586826.0,5384.0,280227.0,5728
2011,IA,595539.0,6440.0,280133.0,6821
2010,IA,554423.0,6416.0,270862.0,6960
2009,IA,494557.0,5963.0,236137.0,7171
2008,IA,381752.0,5084.0,181596.0,7591
2007,IA,318499.0,4526.0,152781.0,6744
2006,IA,250183.0,4073.0,121841.0,6093
2005,IA,197979.0,4526.0,107696.0,6532
2004,IA,161154.0,5346.0,98090.0,6545
2003,IA,123226.0,5208.0,81767.0,6920
2002,IA,101329.0,4920.0,72597.0,6600
2001,IA,96388.0,4840.0,67480.0,6531
2000,IA,99882.0,4869.0,71239.0,6716
1999,IA,105517.0,4530.0,75731.0,6370
1998,IA,101783.0,4405.0,72818.0,5983
1997,IA,104705.0,4941.0,74583.0,7172
1996,IA,113242.0,6380.0,82247.0,7747
1995,IA,106200.0,6143.0,77467.0,7271
1994,IA,106620.0,6138.0,78020.0,6999
1993,IA,101127.0,6468.0,75750.0,7546
1992,IA,93311.0,7732.0,73277.0,6686
1991,IA,85590.0,7368.0,69801.0,6829
1990,IA,,,,6376
1989,IA,,,,7373
1988,IA,,,,7015
1987,IA,,,,5980
1986,IA,,,,6747
1985,IA,,,,7550
1984,IA,,,,6984
1983,IA,,,,7268
1982,IA,,,,7496
1981,IA,,,,6542
1980,IA,,,,7085
1979,IA,,,,7844
1978,IA,,,,7890
1977,IA,,,,6976
1976,IA,,,,7198
1975,IA,,,,7148
1974,IA,,,,6981
1973,IA,,,,6652
1972,IA,,,,7735
1971,IA,,,,7103
1970,IA,,,,7330
1969,IA,,,,7526
1968,IA,,,,6980
1967,IA,,,,7141
1966,IA,,,,7399
1965,IA,,,,7253
1964,IA,,,,6741
1963,IA,,,,7184
1962,IA,,,,7419
1961,IA,,,,7243
1960,IA,,,,7521
2022,ID,84989.0,13545.0,86220.0,7280
2021,ID,74283.0,10765.0,80779.0,6479
2020,ID,79085.0,9978.0,85442.0,6661
2019,ID,94499.0,16092.0,96888.0,7132
2018,ID,97177.0,14347.0,98525.0,6646
2017,ID,93049.0,12803.0,94677.0,6985
2016,ID,83218.0,11305.0,85045.0,6429
2015,ID,87819.0,12125.0,88853.0,6103
2014,ID,83526.0,4594.0,83287.0,6491
2013,ID,72903.0,4540.0,73263.0,7187
2012,ID,77725.0,3514.0,77809.0,6494
2011,ID,85405.0,4174.0,84613.0,7401
2010,ID,72555.0,4280.0,70914.0,6933
2009,ID,65792.0,3993.0,67562.0,7270
2008,ID,71339.0,9025.0,70656.0,7339
2007,ID,66117.0,8038.0,67907.0,6706
2006,ID,72248.0,7274.0,73414.0,6797
2005,ID,64817.0,8186.0,66000.0,7008
2004,ID,56498.0,1552.0,56199.0,6736
2003,ID,53472.0,1518.0,52787.0,6421
2002,ID,54490.0,1444.0,53899.0,7158
2001,ID,55054.0,1422.0,54613.0,6851
2000,ID,66995.0,2458.0,66584.0,6902
1999,ID,75764.0,2273.0,75416.0,6875
1998,ID,72434.0,2283.0,72052.0,6727
1997,ID,79533.0,2556.0,79204.0,6930
1996,ID,72208.0,2256.0,72019.0,7054
1995,ID,64081.0,2176.0,63648.0,6770
1994,ID,52046.0,2176.0,51607.0,6799
1993,ID,59217.0,2287.0,58875.0,7732
1992,ID,49021.0,2358.0,49024.0,6439
1991,ID,54593.0,2252.0,54792.0,7137
1990,ID,,,,7013
1989,ID,,,,7348
1988,ID,,,,6829
1987,ID,,,,6542
1986,ID,,,,6805
1985,ID,,,,8540
1984,ID,,,,7963
1983,ID,,,,7058
1982,ID,,,,7764
1981,ID,,,,6679
1980,ID,,,,6960
1979,ID,,,,7385
1978,ID,,,,7209
1977,ID,,,,7170
1976,ID,,,,7417
1975,ID,,,,7717
1974,ID,,,,7103
1973,ID,,,,7087
1972,ID,,,,7425
1971,ID,,,,7548
1970,ID,,,,7291
1969,ID,,,,7207
1968,ID,,,,7246
1967,ID,,,,7011
1966,ID,,,,6913
1965,ID,,,,7143
1964,ID,,,,7880
1963,ID,,,,6935
1962,ID,,,,7255
1961,ID,,,,7092
1960,ID,,,,7411
2022,WI,181284.0,24346.0,159660.0,7747
2021,WI,172343.0,19586.0,150391.0,6934
2020,WI,170038.0,20264.0,152214.0,7186
2019,WI,206887.0,30226.0,177352.0,8025
2018,WI,208514.0,30736.0,179888.0,7797
2017,WI,198801.0,25459.0,173491.0,7096
2016,WI,198950.0,26034.0,175018.0,6850
2015,WI,200504.0,30184.0,177132.0,7214
2014,WI,191505.0,24253.0,170579.0,8679
2013,WI,184552.0,23964.0,167004.0,8189
2012,WI,180607.0,18559.0,159237.0,6451
2011,WI,187201.0,21991.0,165350.0,7523
2010,WI,183902.0,22654.0,165909.0,7126
2009,WI,156274.0,21102.0,138138.0,7891
2008,WI,164923.0,28033.0,146450.0,8169
2007,WI,139500.0,25016.0,131522.0,7301
2006,WI,133038.0,22603.0,129267.0,6880
2005,WI,132803.0,25382.0,133050.0,7319
2004,WI,94977.0,8474.0,94937.0,7445
2003,WI,102428.0,8274.0,105269.0,7748
2002,WI,84229.0,7839.0,93609.0,7330
2001,WI,107115.0,7724.0,113726.0,7032
2000,WI,99824.0,5728.0,102202.0,7436
1999,WI,100687.0,5361.0,102773.0,7071
1998,WI,96298.0,5230.0,98824.0,6422
1997,WI,106301.0,5842.0,111497.0,7899
1996,WI,105181.0,8637.0,109575.0,8556
1995,WI,95145.0,8321.0,97801.0,8057
1994,WI,91371.0,8299.0,92731.0,7778
1993,WI,87450.0,8733.0,88684.0,8122
1992,WI,92276.0,16444.0,93750.0,7727
1991,WI,90582.0,15675.0,92278.0,7545
1990,WI,,,,7170
1989,WI,,,,8365
1988,WI,,,,7859
1987,WI,,,,6857
1986,WI,,,,7642
1985,WI,,,,8198
1984,WI,,,,7754
1983,WI,,,,7874
1982,WI,,,,8228
1981,WI,,,,7646
1980,WI,,,,8119
1979,WI,,,,8590
1978,WI,,,,8503
1977,WI,,,,7918
1976,WI,,,,8392
1975,WI,,,,7850
1974,WI,,,,7946
1973,WI,,,,7317
1972,WI,,,,8693
1971,WI,,,,7986
1970,WI,,,,8120
1969,WI,,,,8207
1968,WI,,,,7678
1967,WI,,,,8265
1966,WI,,,,8265
1965,WI,,,,8128
1964,WI,,,,7589
1963,WI,,,,8215
1962,WI,,,,8195
1961,WI,,,,7815
1960,WI,,,,8086
2022,WV,23431.0,8264.0,30496.0,5190
2021,WV,21229.0,7040.0,28620.0,4759
2020,WV,20915.0,6395.0,27526.0,4665
2019,WV,23582.0,9662.0,31310.0,4734
2018,WV,24779.0,9829.0,32956.0,5109
2017,WV,22221.0,8313.0,30542.0,4496
2016,WV,21762.0,8635.0,30007.0,4747
2015,WV,21627.0,9609.0,28681.0,4929
2014,WV,33573.0,20649.0,40725.0,5616
2013,WV,34686.0,20403.0,41896.0,5279
2012,WV,28273.0,15653.0,34793.0,4532
2011,WV,31102.0,18707.0,37425.0,4849
2010,WV,31345.0,19283.0,37585.0,5451
2009,WV,29960.0,17980.0,35741.0,5238
2008,WV,18843.0,10271.0,23022.0,5269
2007,WV,16821.0,9177.0,17670.0,4905
2006,WV,16906.0,8303.0,17522.0,4819
2005,WV,17782.0,9352.0,18193.0,5184
2004,WV,9458.0,2533.0,10995.0,4965
2003,WV,9566.0,2461.0,10995.0,5315
2002,WV,7871.0,2341.0,8958.0,4958
2001,WV,8137.0,2310.0,8577.0,4926
2000,WV,9566.0,3480.0,9592.0,5256
1999,WV,8469.0,3238.0,8470.0,4965
1998,WV,8840.0,3153.0,8842.0,4496
1997,WV,9837.0,3544.0,9853.0,5435
1996,WV,12164.0,4868.0,12182.0,5604
1995,WV,11223.0,4683.0,11336.0,5507
1994,WV,10789.0,4676.0,10956.0,5305
1993,WV,10775.0,4925.0,11000.0,5373
1992,WV,9662.0,3599.0,10049.0,5323
1991,WV,8916.0,3432.0,8916.0,4756
1990,WV,,,,4492
1989,WV,,,,5610
1988,WV,,,,5695
1987,WV,,,,5261
1986,WV,,,,5130
1985,WV,,,,5254
1984,WV,,,,5318
1983,WV,,,,5533
1982,WV,,,,5256
1981,WV,,,,5852
1980,WV,,,,5833
1979,WV,,,,5706
1978,WV,,,,5999
1977,WV,,,,5677
1976,WV,,,,5811
1975,WV,,,,5176
1974,WV,,,,5107
1973,WV,,,,5024
1972,WV,,,,5471
1971,WV,,,,5376
1970,WV,,,,5439
1969,WV,,,,5899
1968,WV,,,,5803
1967,WV,,,,5551
1966,WV,,,,5866
1965,WV,,,,5383
1964,WV,,,,5388
1963,WV,,,,5976
1962,WV,,,,5694
1961,WV,,,,5544
1960,WV,,,,5903
2022,WY,60836.0,4537.0,45394.0,8441
2021,WY,49148.0,3075.0,39857.0,7865
2020,WY,39039.0,3206.0,31258.0,8069
2019,WY,36285.0,4358.0,27766.0,8906
2018,WY,25327.0,4301.0,26262.0,8177
2017,WY,24303.0,4272.0,27840.0,7895
2016,WY,23329.0,3679.0,27276.0,7678
2015,WY,22549.0,4253.0,25056.0,7583
2014,WY,21967.0,1370.0,23842.0,8245
2013,WY,21583.0,1355.0,23277.0,8516
2012,WY,21644.0,1055.0,23353.0,7417
2011,WY,23567.0,1231.0,25020.0,8645
2010,WY,17672.0,1281.0,18860.0,8271
2009,WY,13740.0,1196.0,14767.0,8630
2008,WY,10120.0,2188.0,10894.0,8744
2007,WY,8715.0,1914.0,9356.0,7995
2006,WY,8923.0,1732.0,9146.0,7979
2005,WY,9056.0,1952.0,9242.0,7964
2004,WY,6445.0,627.0,6050.0,8033
2003,WY,5619.0,612.0,5193.0,8021
2002,WY,5659.0,582.0,5308.0,8588
2001,WY,6298.0,573.0,6047.0,7988
2000,WY,6702.0,1039.0,6478.0,8200
1999,WY,6289.0,965.0,6108.0,7834
1998,WY,6800.0,938.0,6611.0,8129
1997,WY,7033.0,1055.0,6890.0,8555
1996,WY,6298.0,1004.0,6383.0,8648
1995,WY,5193.0,966.0,5464.0,8409
1994,WY,5741.0,966.0,6161.0,7968
