year,stateId,REPRB,RERCB,RETCB,hdd
1994,NV,15814.0,3086.0,15814.0,3658
1993,NV,16359.0,3222.0,17150.0,3806
1992,NV,14900.0,3072.0,15561.0,3513
1991,NV,15355.0,2911.0,15903.0,3695
1990,NV,,,,3726
1989,NV,,,,3455
1988,NV,,,,3542
1987,NV,,,,3660
1986,NV,,,,3197
1985,NV,,,,3935
1984,NV,,,,3872
1983,NV,,,,3708
1982,NV,,,,4066
1981,NV,,,,3240
1980,NV,,,,3401
1979,NV,,,,3858
1978,NV,,,,3722
1977,NV,,,,3551
1976,NV,,,,3659
1975,NV,,,,4031
1974,NV,,,,3764
1973,NV,,,,3914
1972,NV,,,,3841
1971,NV,,,,4126
1970,NV,,,,3834
1969,NV,,,,3778
1968,NV,,,,3664
1967,NV,,,,3838
1966,NV,,,,3700
1965,NV,,,,3794
1964,NV,,,,4152
1963,NV,,,,3736
1962,NV,,,,3709
1961,NV,,,,3851
1960,NV,,,,3856
2022,NY,220740.0,33130.0,270685.0,5849
2021,NY,218204.0,29379.0,268061.0,5517
2020,NY,220498.0,27655.0,262830.0,5476
2019,NY,246309.0,40718.0,292472.0,6125
2018,NY,241223.0,39439.0,287805.0,6038
2017,NY,240778.0,32781.0,283919.0,5605
2016,NY,227550.0,33100.0,268705.0,5540
2015,NY,227757.0,39677.0,267163.0,6060
2014,NY,212086.0,24485.0,251855.0,6379
2013,NY,204370.0,23898.0,241635.0,6081
2012,NY,190141.0,18668.0,229778.0,5158
2011,NY,204683.0,22160.0,243937.0,5743
2010,NY,187869.0,22294.0,227403.0,5719
2009,NY,180061.0,20796.0,219834.0,6216
2008,NY,219108.0,56596.0,248382.0,6020
2007,NY,194800.0,50565.0,223449.0,6063
2006,NY,196343.0,45723.0,219256.0,5463
2005,NY,194959.0,51246.0,203675.0,6222
2004,NY,199633.0,61068.0,224189.0,6222
2003,NY,194140.0,59504.0,196144.0,6551
2002,NY,194025.0,56530.0,194476.0,5792
2001,NY,190812.0,55686.0,191259.0,5767
2000,NY,260001.0,83132.0,261307.0,6292
1999,NY,250461.0,77245.0,251643.0,5808
1998,NY,259886.0,75271.0,261254.0,5334
1997,NY,282909.0,84615.0,284752.0,6365
1996,NY,238701.0,54929.0,240615.0,6492
1995,NY,211900.0,52852.0,214169.0,6311
1994,NY,217354.0,52797.0,218065.0,6477
1993,NY,218218.0,55544.0,218505.0,6517
1992,NY,200666.0,42192.0,200666.0,6546
1991,NY,188187.0,40206.0,188187.0,5646
1990,NY,,,,5538
1989,NY,,,,6650
1988,NY,,,,6527
1987,NY,,,,6215
1986,NY,,,,6221
1985,NY,,,,6281
1984,NY,,,,6271
1983,NY,,,,6211
1982,NY,,,,6474
1981,NY,,,,6504
1980,NY,,,,6750
1979,NY,,,,6382
1978,NY,,,,6948
1977,NY,,,,6457
1976,NY,,,,6767
1975,NY,,,,6138
1974,NY,,,,6451
1973,NY,,,,5960
1972,NY,,,,6807
1971,NY,,,,6491
1970,NY,,,,6670
1969,NY,,,,6595
1968,NY,,,,6659
1967,NY,,,,6791
1966,NY,,,,6644
1965,NY,,,,6660
1964,NY,,,,6355
1963,NY,,,,6788
1962,NY,,,,6821
1961,NY,,,,6549
1960,NY,,,,6551
